transaction_id,from_account,to_account,amount,timestamp,is_fraud,fraud_type,fraud_network
TX-008060,ACC-01157,ACC-01816,1694.36,2026-09-02 13:27:50,0,normal,NONE
TX-011740,ACC-01271,ACC-00042,4936.03,2026-09-09 14:20:14,0,normal,NONE
TX-000323,ACC-00990,ACC-00502,14488.29,2026-09-07 17:29:04,0,normal,NONE
TX-002032,ACC-01528,ACC-01894,4303.32,2026-09-01 16:51:43,0,normal,NONE
TX-005090,ACC-01604,ACC-00735,15252.63,2026-09-08 16:28:51,0,normal,NONE
TX-008274,ACC-00702,ACC-00987,8162.9,2026-09-08 19:36:08,0,normal,NONE
TX-000814,ACC-00078,ACC-01484,6930.18,2026-09-07 17:45:38,0,normal,NONE
TX-007236,ACC-01573,ACC-01620,17072.26,2026-09-09 11:51:08,0,normal,NONE
TX-002529,ACC-01988,ACC-01008,17039.94,2026-09-06 18:05:56,0,normal,NONE
TX-012424,ACC-01562,ACC-00461,63314.08,2026-09-08 18:19:00,0,normal_high_value,NONE
TX-008698,ACC-01404,ACC-00320,1189.42,2026-09-04 20:07:06,0,normal,NONE
TX-007929,ACC-00823,ACC-00764,8960.33,2026-09-09 09:35:58,0,normal,NONE
TX-006376,ACC-01468,ACC-01023,695.76,2026-09-04 17:29:23,0,normal,NONE
TX-006281,ACC-00594,ACC-00442,5711.21,2026-09-09 14:02:19,0,normal,NONE
TX-012192,FRAUD-08-RELAY,FRAUD-08-NEXTHOP,100174.32,2026-09-07 09:42:00,1,next_hop,NET-08
TX-011293,ACC-01270,ACC-00460,15213.17,2026-09-09 14:59:43,0,normal,NONE
TX-005275,ACC-01466,ACC-01710,893.11,2026-09-07 16:16:33,0,normal,NONE
TX-001080,ACC-00369,ACC-00642,9866.07,2026-09-01 10:00:26,0,normal,NONE
TX-002227,ACC-01096,ACC-00194,2286.46,2026-09-03 23:27:57,0,normal,NONE
TX-007260,ACC-00193,ACC-01878,3370.56,2026-09-02 14:42:55,0,normal,NONE
TX-010339,ACC-01157,ACC-01976,4438.86,2026-09-08 11:50:09,0,normal,NONE
TX-012110,FRAUD-05-SRC-10,FRAUD-05-COLLECTOR,11263.78,2026-09-06 16:18:00,1,funneling,NET-05
TX-003516,ACC-01349,ACC-00094,673.87,2026-09-03 23:54:43,0,normal,NONE
TX-002706,ACC-01196,ACC-01682,5002.11,2026-09-07 14:17:03,0,normal,NONE
TX-011254,ACC-00932,ACC-01615,17822.84,2026-09-04 14:11:51,0,normal,NONE
TX-007496,ACC-00938,ACC-01542,5310.12,2026-09-03 17:17:38,0,normal,NONE
TX-001165,ACC-00583,ACC-00934,17212.73,2026-09-03 17:11:11,0,normal,NONE
TX-003262,ACC-01126,ACC-00902,5622.85,2026-09-09 20:36:19,0,normal,NONE
TX-009453,ACC-00223,ACC-00546,15312.53,2026-09-03 21:46:57,0,normal,NONE
TX-007442,ACC-01985,ACC-00895,1626.2,2026-09-05 08:45:17,0,normal,NONE
TX-001451,ACC-01809,ACC-00930,55.15,2026-09-07 09:54:20,0,normal,NONE
TX-008029,ACC-01440,ACC-00994,11463.69,2026-09-07 11:53:24,0,normal,NONE
TX-006127,ACC-01017,ACC-00105,3044.53,2026-09-04 12:31:25,0,normal,NONE
TX-004230,ACC-01365,ACC-00240,16594.42,2026-09-01 23:52:30,0,normal,NONE
TX-008880,ACC-00853,ACC-00002,16484.6,2026-09-08 16:12:11,0,normal,NONE
TX-003863,ACC-00270,ACC-00217,1931.29,2026-09-02 18:59:34,0,normal,NONE
TX-002937,ACC-00006,ACC-01356,4717.91,2026-09-04 20:22:40,0,normal,NONE
TX-010990,ACC-01806,ACC-00288,8594.93,2026-09-05 08:10:24,0,normal,NONE
TX-007081,ACC-00391,ACC-00669,12025.93,2026-09-01 17:28:37,0,normal,NONE
TX-003918,ACC-01096,ACC-00347,2954.01,2026-09-06 11:47:43,0,normal,NONE
TX-005488,ACC-00529,ACC-01614,4557.77,2026-09-09 10:08:05,0,normal,NONE
TX-008409,ACC-01337,ACC-01279,13487.02,2026-09-01 11:04:11,0,normal,NONE
TX-010784,ACC-00711,ACC-01365,17855.07,2026-09-05 18:34:19,0,normal,NONE
TX-001724,ACC-01521,ACC-01233,2183.97,2026-09-04 14:45:28,0,normal,NONE
TX-009751,ACC-01066,ACC-01063,15930.62,2026-09-07 17:33:08,0,normal,NONE
TX-007866,ACC-01715,ACC-01253,3671.11,2026-09-03 19:11:54,0,normal,NONE
TX-009560,ACC-01026,ACC-01282,12687.63,2026-09-08 19:29:44,0,normal,NONE
TX-004057,ACC-01838,ACC-01855,2570.77,2026-09-01 21:07:28,0,normal,NONE
TX-012604,ACC-00925,ACC-00235,86552.52,2026-09-06 19:17:00,0,normal_high_value,NONE
TX-003000,ACC-00606,ACC-00298,9644.06,2026-09-06 20:40:36,0,normal,NONE
TX-008426,ACC-01113,ACC-00242,727.6,2026-09-08 13:51:38,0,normal,NONE
TX-011947,ACC-01101,ACC-00633,204.76,2026-09-07 16:09:36,0,normal,NONE
TX-001232,ACC-01277,ACC-00198,13687.88,2026-09-09 23:50:29,0,normal,NONE
TX-001515,ACC-01709,ACC-00727,6130.0,2026-09-07 21:43:48,0,normal,NONE
TX-002314,ACC-00219,ACC-00153,4391.62,2026-09-06 23:46:37,0,normal,NONE
TX-009698,ACC-00394,ACC-01296,16773.85,2026-09-02 15:54:50,0,normal,NONE
TX-001452,ACC-00886,ACC-01730,17912.01,2026-09-05 11:43:33,0,normal,NONE
TX-012146,FRAUD-06-NEXTHOP,FRAUD-06-OUT-04,11308.92,2026-09-03 13:51:00,1,fan_out,NET-06
TX-008188,ACC-01391,ACC-00065,1749.94,2026-09-04 22:39:02,0,normal,NONE
TX-009366,ACC-01419,ACC-01823,16595.19,2026-09-09 21:58:51,0,normal,NONE
TX-009604,ACC-01707,ACC-01156,5549.15,2026-09-02 21:34:41,0,normal,NONE
TX-011302,ACC-00542,ACC-01199,3223.31,2026-09-05 16:50:54,0,normal,NONE
TX-004322,ACC-00580,ACC-01175,8071.74,2026-09-06 23:41:37,0,normal,NONE
TX-008977,ACC-01920,ACC-00474,7959.25,2026-09-04 20:24:27,0,normal,NONE
TX-000839,ACC-00807,ACC-01763,12360.37,2026-09-03 22:07:44,0,normal,NONE
TX-013137,ACC-00024,ACC-00143,29470.41,2026-09-01 08:54:00,0,normal_high_value,NONE
TX-006471,ACC-01223,ACC-01967,6444.99,2026-09-08 12:42:05,0,normal,NONE
TX-008162,ACC-01601,ACC-00037,4068.18,2026-09-05 19:55:53,0,normal,NONE
TX-011389,ACC-00358,ACC-01962,9631.65,2026-09-02 15:01:52,0,normal,NONE
TX-003900,ACC-00666,ACC-01854,2464.26,2026-09-04 19:40:12,0,normal,NONE
TX-011263,ACC-00221,ACC-00720,778.27,2026-09-07 20:22:58,0,normal,NONE
TX-003568,ACC-00634,ACC-01116,11983.56,2026-09-07 23:25:19,0,normal,NONE
TX-012278,ACC-01897,ACC-00407,89570.84,2026-09-09 19:25:00,0,normal_high_value,NONE
TX-005453,ACC-00951,ACC-01228,5419.64,2026-09-09 20:49:40,0,normal,NONE
TX-003088,ACC-00053,ACC-01949,11631.86,2026-09-09 16:24:54,0,normal,NONE
TX-012177,FRAUD-08-SRC-02,FRAUD-08-COLLECTOR,10353.46,2026-09-07 09:02:00,1,funneling,NET-08
TX-012775,ACC-00034,ACC-00920,70024.94,2026-09-01 16:57:00,0,normal_high_value,NONE
TX-004547,ACC-01674,ACC-00034,17934.53,2026-09-05 22:42:55,0,normal,NONE
TX-004693,ACC-00404,ACC-00087,11247.89,2026-09-01 11:59:25,0,normal,NONE
TX-001715,ACC-01434,ACC-01298,17642.64,2026-09-04 18:27:30,0,normal,NONE
TX-008107,ACC-00314,ACC-00025,9758.91,2026-09-04 16:49:26,0,normal,NONE
TX-004271,ACC-00462,ACC-01053,1648.32,2026-09-09 08:40:35,0,normal,NONE
TX-000340,ACC-01256,ACC-00653,2941.79,2026-09-05 18:32:53,0,normal,NONE
TX-009839,ACC-01100,ACC-01955,1524.15,2026-09-05 16:08:23,0,normal,NONE
TX-004087,ACC-00039,ACC-01469,4184.16,2026-09-02 09:47:48,0,normal,NONE
TX-006664,ACC-00140,ACC-00951,11766.81,2026-09-03 18:43:24,0,normal,NONE
TX-000904,ACC-00137,ACC-00090,15036.78,2026-09-03 13:55:02,0,normal,NONE
TX-010767,ACC-01946,ACC-00926,6590.82,2026-09-03 11:11:15,0,normal,NONE
TX-003219,ACC-00842,ACC-00113,15141.67,2026-09-01 16:06:54,0,normal,NONE
TX-000589,ACC-01443,ACC-01930,11925.27,2026-09-02 18:19:20,0,normal,NONE
TX-003366,ACC-00963,ACC-00364,9065.71,2026-09-09 18:56:46,0,normal,NONE
TX-002671,ACC-01627,ACC-01432,7750.92,2026-09-09 19:40:34,0,normal,NONE
TX-005516,ACC-01631,ACC-00014,3170.26,2026-09-06 19:42:39,0,normal,NONE
TX-003590,ACC-01607,ACC-00846,6682.38,2026-09-08 12:54:49,0,normal,NONE
TX-000035,ACC-00995,ACC-00439,9715.43,2026-09-08 15:50:30,0,normal,NONE
TX-007119,ACC-01761,ACC-01393,6388.79,2026-09-02 22:55:25,0,normal,NONE
TX-000029,ACC-00974,ACC-01940,9905.47,2026-09-05 21:13:59,0,normal,NONE
TX-002396,ACC-01545,ACC-01865,12965.72,2026-09-05 09:24:53,0,normal,NONE
TX-013151,ACC-00289,ACC-01279,45801.07,2026-09-04 20:19:00,0,normal_high_value,NONE
TX-007965,ACC-01173,ACC-00906,10071.47,2026-09-05 13:39:32,0,normal,NONE
TX-005507,ACC-01495,ACC-01111,7841.41,2026-09-02 11:04:19,0,normal,NONE
TX-008095,ACC-00780,ACC-00040,9433.91,2026-09-06 19:34:08,0,normal,NONE
TX-002171,ACC-00853,ACC-01716,12025.65,2026-09-01 10:12:52,0,normal,NONE
TX-012423,ACC-00405,ACC-01561,29108.87,2026-09-09 13:41:00,0,normal_high_value,NONE
TX-009629,ACC-01223,ACC-00828,568.04,2026-09-04 14:59:18,0,normal,NONE
TX-000890,ACC-00811,ACC-01617,4390.75,2026-09-01 23:44:38,0,normal,NONE
TX-003879,ACC-00826,ACC-00929,4322.12,2026-09-02 08:00:33,0,normal,NONE
TX-003323,ACC-00359,ACC-00549,2396.98,2026-09-04 15:37:28,0,normal,NONE
TX-012452,ACC-01199,ACC-00560,62354.34,2026-09-07 09:15:00,0,normal_high_value,NONE
TX-003515,ACC-01910,ACC-01100,1150.61,2026-09-06 18:41:33,0,normal,NONE
TX-007798,ACC-01976,ACC-01140,398.68,2026-09-02 23:42:50,0,normal,NONE
TX-011045,ACC-01439,ACC-01987,10979.6,2026-09-01 22:36:56,0,normal,NONE
TX-005674,ACC-00340,ACC-00116,5077.43,2026-09-07 17:07:22,0,normal,NONE
TX-011860,ACC-01075,ACC-01585,8145.38,2026-09-07 09:29:26,0,normal,NONE
TX-002775,ACC-01144,ACC-01123,16007.28,2026-09-06 18:33:09,0,normal,NONE
TX-006560,ACC-01132,ACC-00774,4180.68,2026-09-02 11:01:22,0,normal,NONE
TX-003734,ACC-00872,ACC-01574,3225.12,2026-09-03 11:38:00,0,normal,NONE
TX-008250,ACC-00997,ACC-00130,7357.44,2026-09-04 15:32:19,0,normal,NONE
TX-012546,ACC-00041,ACC-00530,56976.38,2026-09-06 09:10:00,0,normal_high_value,NONE
TX-010077,ACC-01570,ACC-01101,15475.82,2026-09-08 23:30:23,0,normal,NONE
TX-004529,ACC-01958,ACC-00798,1951.7,2026-09-06 08:07:25,0,normal,NONE
TX-001655,ACC-01640,ACC-00644,2232.35,2026-09-03 14:41:10,0,normal,NONE
TX-004275,ACC-01263,ACC-01014,960.95,2026-09-07 20:00:15,0,normal,NONE
TX-000220,ACC-01151,ACC-00676,12066.84,2026-09-07 19:55:42,0,normal,NONE
TX-000224,ACC-00571,ACC-01176,4086.34,2026-09-07 08:38:59,0,normal,NONE
TX-011425,ACC-00491,ACC-01967,8037.38,2026-09-04 09:45:44,0,normal,NONE
TX-009771,ACC-01893,ACC-00591,15936.25,2026-09-03 21:02:02,0,normal,NONE
TX-009666,ACC-00172,ACC-00389,11201.78,2026-09-06 10:58:28,0,normal,NONE
TX-005983,ACC-01867,ACC-00768,10069.68,2026-09-07 10:38:18,0,normal,NONE
TX-004240,ACC-00702,ACC-01477,7527.08,2026-09-04 09:59:12,0,normal,NONE
TX-005883,ACC-01718,ACC-01990,13109.6,2026-09-08 08:03:30,0,normal,NONE
TX-001591,ACC-00875,ACC-00518,12459.23,2026-09-09 20:37:19,0,normal,NONE
TX-009281,ACC-01680,ACC-01154,1505.5,2026-09-09 17:32:37,0,normal,NONE
TX-003257,ACC-01959,ACC-01859,13136.15,2026-09-07 22:53:35,0,normal,NONE
TX-008140,ACC-00705,ACC-00462,1761.61,2026-09-01 08:57:52,0,normal,NONE
TX-008166,ACC-00769,ACC-00713,1910.79,2026-09-09 08:25:47,0,normal,NONE
TX-008919,ACC-00884,ACC-00161,4902.77,2026-09-02 12:42:45,0,normal,NONE
TX-002182,ACC-00532,ACC-01429,7923.98,2026-09-02 23:22:37,0,normal,NONE
TX-008495,ACC-00998,ACC-00869,12609.01,2026-09-06 17:26:06,0,normal,NONE
TX-009894,ACC-00286,ACC-01214,11277.77,2026-09-01 22:09:09,0,normal,NONE
TX-001474,ACC-00401,ACC-02000,3622.69,2026-09-04 10:21:12,0,normal,NONE
TX-006166,ACC-01081,ACC-00420,13709.11,2026-09-05 22:33:46,0,normal,NONE
TX-006104,ACC-01115,ACC-01638,5374.09,2026-09-07 23:54:08,0,normal,NONE
TX-010037,ACC-01165,ACC-01944,7538.82,2026-09-01 21:42:34,0,normal,NONE
TX-005218,ACC-01022,ACC-00302,771.5,2026-09-09 20:35:03,0,normal,NONE
TX-013213,ACC-00554,ACC-00520,45153.93,2026-09-07 11:38:00,0,normal_high_value,NONE
TX-009881,ACC-01161,ACC-00789,1287.79,2026-09-05 11:54:34,0,normal,NONE
TX-004818,ACC-00704,ACC-00465,15927.24,2026-09-03 22:38:16,0,normal,NONE
TX-008324,ACC-01205,ACC-00916,7278.21,2026-09-05 11:15:43,0,normal,NONE
TX-007976,ACC-01269,ACC-00043,13368.83,2026-09-04 11:09:33,0,normal,NONE
TX-006522,ACC-01533,ACC-01545,6592.36,2026-09-04 16:42:08,0,normal,NONE
TX-006508,ACC-01175,ACC-00330,5119.66,2026-09-01 17:54:33,0,normal,NONE
TX-001210,ACC-00089,ACC-00136,5443.59,2026-09-01 11:50:07,0,normal,NONE
TX-007607,ACC-01414,ACC-01477,13031.67,2026-09-07 13:47:31,0,normal,NONE
TX-000422,ACC-01726,ACC-01292,4181.17,2026-09-03 08:13:32,0,normal,NONE
TX-011588,ACC-01199,ACC-00732,13451.8,2026-09-05 08:42:22,0,normal,NONE
TX-001707,ACC-00485,ACC-00107,12216.02,2026-09-06 21:38:47,0,normal,NONE
TX-001159,ACC-01109,ACC-01909,2393.85,2026-09-06 21:28:47,0,normal,NONE
TX-002307,ACC-00539,ACC-00967,16819.25,2026-09-05 19:09:19,0,normal,NONE
TX-000274,ACC-00850,ACC-00110,7148.24,2026-09-06 15:24:05,0,normal,NONE
TX-000172,ACC-00889,ACC-00202,13691.45,2026-09-02 22:10:44,0,normal,NONE
TX-003957,ACC-01587,ACC-00248,9647.82,2026-09-08 18:53:14,0,normal,NONE
TX-005607,ACC-01255,ACC-00676,15954.41,2026-09-04 19:20:23,0,normal,NONE
TX-012242,FRAUD-10-RELAY,FRAUD-10-NEXTHOP,97069.86,2026-09-03 12:42:00,1,next_hop,NET-10
TX-004866,ACC-00813,ACC-00097,4294.56,2026-09-01 16:00:38,0,normal,NONE
TX-011205,ACC-00769,ACC-00284,16550.3,2026-09-03 15:12:24,0,normal,NONE
TX-003189,ACC-00817,ACC-00566,13746.73,2026-09-02 23:10:27,0,normal,NONE
TX-001726,ACC-00972,ACC-01559,3651.94,2026-09-03 09:08:12,0,normal,NONE
TX-008514,ACC-01610,ACC-01484,11808.53,2026-09-03 09:58:48,0,normal,NONE
TX-010402,ACC-01696,ACC-00793,16174.71,2026-09-09 20:45:22,0,normal,NONE
TX-001565,ACC-00488,ACC-01892,13061.05,2026-09-08 18:08:17,0,normal,NONE
TX-001783,ACC-01706,ACC-00868,12244.67,2026-09-08 16:58:36,0,normal,NONE
TX-000844,ACC-00573,ACC-00924,3254.41,2026-09-03 15:52:06,0,normal,NONE
TX-012389,ACC-00389,ACC-00902,87987.0,2026-09-08 09:04:00,0,normal_high_value,NONE
TX-010089,ACC-00345,ACC-01412,3723.93,2026-09-08 11:17:07,0,normal,NONE
TX-000905,ACC-00414,ACC-00220,8746.96,2026-09-02 09:36:41,0,normal,NONE
TX-003495,ACC-01919,ACC-01267,16508.83,2026-09-05 10:52:21,0,normal,NONE
TX-012819,ACC-00618,ACC-01199,37866.52,2026-09-01 22:32:00,0,normal_high_value,NONE
TX-008595,ACC-00153,ACC-00092,17321.99,2026-09-01 23:24:14,0,normal,NONE
TX-001548,ACC-00632,ACC-00910,962.43,2026-09-01 09:49:24,0,normal,NONE
TX-007397,ACC-00258,ACC-01761,11845.59,2026-09-08 11:08:12,0,normal,NONE
TX-011055,ACC-01058,ACC-00357,6738.69,2026-09-02 21:27:16,0,normal,NONE
TX-002081,ACC-01705,ACC-01685,483.48,2026-09-04 17:36:27,0,normal,NONE
TX-010863,ACC-01975,ACC-00092,13297.45,2026-09-01 21:16:26,0,normal,NONE
TX-009916,ACC-01935,ACC-01825,11793.0,2026-09-07 15:08:15,0,normal,NONE
TX-007934,ACC-00889,ACC-00155,5139.68,2026-09-01 10:00:03,0,normal,NONE
TX-003986,ACC-00944,ACC-00417,1119.41,2026-09-09 22:07:23,0,normal,NONE
TX-009814,ACC-00242,ACC-00355,4236.0,2026-09-02 08:02:09,0,normal,NONE
TX-008905,ACC-00029,ACC-00067,17939.19,2026-09-09 12:20:49,0,normal,NONE
TX-009424,ACC-00343,ACC-00954,9045.7,2026-09-04 13:33:58,0,normal,NONE
TX-011059,ACC-01432,ACC-01695,6482.09,2026-09-07 20:26:11,0,normal,NONE
TX-011765,ACC-01840,ACC-01550,9465.58,2026-09-03 10:26:21,0,normal,NONE
TX-007212,ACC-00844,ACC-01158,5010.19,2026-09-06 15:44:10,0,normal,NONE
TX-004678,ACC-00436,ACC-00867,15287.09,2026-09-07 08:50:32,0,normal,NONE
TX-006534,ACC-01615,ACC-01618,14807.55,2026-09-03 19:11:17,0,normal,NONE
TX-003821,ACC-01651,ACC-01133,17278.2,2026-09-02 11:48:24,0,normal,NONE
TX-005210,ACC-01374,ACC-00276,3001.31,2026-09-02 16:42:33,0,normal,NONE
TX-002647,ACC-00720,ACC-01536,7355.81,2026-09-02 15:40:41,0,normal,NONE
TX-007862,ACC-01895,ACC-00086,17596.08,2026-09-06 10:21:27,0,normal,NONE
TX-012413,ACC-00107,ACC-00193,89425.64,2026-09-04 17:09:00,0,normal_high_value,NONE
TX-011184,ACC-00866,ACC-00145,15678.06,2026-09-01 16:25:19,0,normal,NONE
TX-000257,ACC-01143,ACC-01390,6970.42,2026-09-05 12:21:05,0,normal,NONE
TX-008731,ACC-01521,ACC-01164,3265.92,2026-09-08 20:57:30,0,normal,NONE
TX-010971,ACC-00515,ACC-01665,6402.96,2026-09-04 15:00:18,0,normal,NONE
TX-004351,ACC-00118,ACC-00732,1301.81,2026-09-07 19:16:20,0,normal,NONE
TX-009337,ACC-00422,ACC-01956,13587.98,2026-09-02 09:09:24,0,normal,NONE
TX-007258,ACC-00267,ACC-01575,2304.87,2026-09-04 08:30:09,0,normal,NONE
TX-008189,ACC-00719,ACC-01580,9897.58,2026-09-09 13:35:07,0,normal,NONE
TX-005924,ACC-01729,ACC-01446,6430.63,2026-09-05 12:06:23,0,normal,NONE
TX-006366,ACC-01253,ACC-00526,3563.48,2026-09-02 21:34:24,0,normal,NONE
TX-012935,ACC-00912,ACC-00441,85231.51,2026-09-02 12:28:00,0,normal_high_value,NONE
TX-002156,ACC-01721,ACC-00896,10097.54,2026-09-08 16:43:07,0,normal,NONE
TX-009670,ACC-00027,ACC-01720,7776.25,2026-09-04 21:57:07,0,normal,NONE
TX-007371,ACC-01205,ACC-00435,8048.73,2026-09-09 21:24:12,0,normal,NONE
TX-011772,ACC-01477,ACC-01908,8870.67,2026-09-03 22:26:55,0,normal,NONE
TX-006686,ACC-01270,ACC-00025,8435.67,2026-09-02 13:15:43,0,normal,NONE
TX-003716,ACC-01847,ACC-00126,345.05,2026-09-09 13:17:34,0,normal,NONE
TX-007854,ACC-01606,ACC-00006,8010.53,2026-09-06 18:14:11,0,normal,NONE
TX-004058,ACC-01657,ACC-01570,4129.66,2026-09-01 13:42:47,0,normal,NONE
TX-010837,ACC-01462,ACC-00234,6184.16,2026-09-09 22:17:52,0,normal,NONE
TX-010984,ACC-01338,ACC-00175,10470.3,2026-09-06 08:31:14,0,normal,NONE
TX-003623,ACC-01120,ACC-00948,13139.06,2026-09-02 23:41:40,0,normal,NONE
TX-005649,ACC-00318,ACC-00817,9413.7,2026-09-03 12:57:25,0,normal,NONE
TX-007882,ACC-00879,ACC-01055,5471.76,2026-09-01 23:41:09,0,normal,NONE
TX-006404,ACC-00893,ACC-01267,17634.87,2026-09-09 20:25:23,0,normal,NONE
TX-003103,ACC-01824,ACC-00281,16834.43,2026-09-09 21:26:03,0,normal,NONE
TX-007355,ACC-00724,ACC-01632,7457.9,2026-09-02 23:27:42,0,normal,NONE
TX-000559,ACC-00921,ACC-00955,5666.32,2026-09-02 19:49:13,0,normal,NONE
TX-012215,FRAUD-09-SRC-15,FRAUD-09-COLLECTOR,8054.91,2026-09-04 18:28:00,1,funneling,NET-09
TX-007717,ACC-00959,ACC-01935,16655.8,2026-09-03 19:47:01,0,normal,NONE
TX-001437,ACC-00942,ACC-01965,10799.26,2026-09-01 12:41:59,0,normal,NONE
TX-000508,ACC-01796,ACC-00562,1698.25,2026-09-06 16:05:23,0,normal,NONE
TX-005276,ACC-01815,ACC-01696,10011.24,2026-09-05 23:49:21,0,normal,NONE
TX-004473,ACC-00469,ACC-00888,8675.23,2026-09-07 13:40:06,0,normal,NONE
TX-001870,ACC-01733,ACC-01818,12918.78,2026-09-07 11:37:50,0,normal,NONE
TX-005664,ACC-00928,ACC-01433,2746.96,2026-09-05 21:05:42,0,normal,NONE
TX-007874,ACC-01558,ACC-00241,6639.51,2026-09-09 18:06:58,0,normal,NONE
TX-005931,ACC-00763,ACC-00047,4299.64,2026-09-02 19:48:37,0,normal,NONE
TX-009245,ACC-01376,ACC-01826,4547.86,2026-09-01 21:56:01,0,normal,NONE
TX-000756,ACC-01898,ACC-00897,6877.82,2026-09-01 23:10:34,0,normal,NONE
TX-008611,ACC-00750,ACC-01946,6451.63,2026-09-04 19:37:35,0,normal,NONE
TX-002340,ACC-00869,ACC-00556,4208.96,2026-09-04 19:01:08,0,normal,NONE
TX-004051,ACC-00633,ACC-01205,6703.08,2026-09-03 10:58:00,0,normal,NONE
TX-008723,ACC-01031,ACC-01249,14267.01,2026-09-06 10:45:44,0,normal,NONE
TX-003837,ACC-00765,ACC-00161,17853.57,2026-09-05 12:11:18,0,normal,NONE
TX-004387,ACC-00351,ACC-00467,8498.04,2026-09-01 09:45:52,0,normal,NONE
TX-006333,ACC-01006,ACC-01744,8933.84,2026-09-01 10:17:42,0,normal,NONE
TX-010975,ACC-01292,ACC-01895,223.51,2026-09-01 15:01:03,0,normal,NONE
TX-010311,ACC-01293,ACC-00178,6723.9,2026-09-09 21:26:15,0,normal,NONE
TX-006622,ACC-00558,ACC-01923,6804.34,2026-09-05 15:15:55,0,normal,NONE
TX-002119,ACC-01523,ACC-00048,5452.73,2026-09-08 14:06:16,0,normal,NONE
TX-011056,ACC-00083,ACC-01818,3096.3,2026-09-01 12:56:59,0,normal,NONE
TX-000730,ACC-00794,ACC-00854,17221.5,2026-09-06 09:00:47,0,normal,NONE
TX-000502,ACC-01429,ACC-00734,15304.91,2026-09-09 20:13:27,0,normal,NONE
TX-007635,ACC-00983,ACC-01266,3066.82,2026-09-04 11:27:52,0,normal,NONE
TX-000644,ACC-01317,ACC-00564,7640.05,2026-09-07 19:29:16,0,normal,NONE
TX-000913,ACC-01570,ACC-01308,10386.61,2026-09-08 21:56:06,0,normal,NONE
TX-001540,ACC-00813,ACC-00078,213.06,2026-09-02 12:20:42,0,normal,NONE
TX-009393,ACC-00272,ACC-01485,2118.61,2026-09-07 14:55:39,0,normal,NONE
TX-001212,ACC-00060,ACC-00186,2637.11,2026-09-05 19:22:10,0,normal,NONE
TX-007093,ACC-01436,ACC-01824,7305.96,2026-09-01 17:50:56,0,normal,NONE
TX-009764,ACC-01820,ACC-00389,13844.24,2026-09-06 11:12:43,0,normal,NONE
TX-012089,FRAUD-04-SRC-14,FRAUD-04-COLLECTOR,5911.01,2026-09-04 12:26:00,1,funneling,NET-04
TX-000673,ACC-01490,ACC-00269,3817.2,2026-09-01 13:07:23,0,normal,NONE
TX-004916,ACC-00194,ACC-00836,3618.09,2026-09-02 13:38:29,0,normal,NONE
TX-006107,ACC-00459,ACC-01249,1930.6,2026-09-05 08:19:18,0,normal,NONE
TX-007629,ACC-00830,ACC-01996,10390.36,2026-09-09 17:45:46,0,normal,NONE
TX-003378,ACC-00671,ACC-01432,5288.78,2026-09-03 22:26:37,0,normal,NONE
TX-004477,ACC-01335,ACC-01716,61.35,2026-09-07 14:15:59,0,normal,NONE
TX-005616,ACC-00581,ACC-00859,10043.08,2026-09-06 15:42:00,0,normal,NONE
TX-011643,ACC-00465,ACC-01214,4982.18,2026-09-05 08:48:24,0,normal,NONE
TX-001465,ACC-01541,ACC-00842,4211.35,2026-09-01 22:24:29,0,normal,NONE
TX-004746,ACC-01688,ACC-00294,8929.22,2026-09-02 20:41:12,0,normal,NONE
TX-011818,ACC-01444,ACC-00836,3774.07,2026-09-09 10:14:01,0,normal,NONE
TX-001193,ACC-01502,ACC-01179,335.46,2026-09-05 13:37:03,0,normal,NONE
TX-007153,ACC-01101,ACC-00709,3403.94,2026-09-09 22:56:15,0,normal,NONE
TX-003794,ACC-00125,ACC-01801,2458.61,2026-09-04 22:13:25,0,normal,NONE
TX-001873,ACC-01244,ACC-00785,7739.05,2026-09-06 19:57:40,0,normal,NONE
TX-007446,ACC-01827,ACC-01169,11221.01,2026-09-01 20:19:38,0,normal,NONE
TX-003591,ACC-00258,ACC-00077,4414.92,2026-09-01 17:17:36,0,normal,NONE
TX-006361,ACC-00152,ACC-01874,2277.19,2026-09-05 14:19:41,0,normal,NONE
TX-003159,ACC-01776,ACC-01407,16633.3,2026-09-08 21:29:48,0,normal,NONE
TX-007488,ACC-01077,ACC-01890,3111.18,2026-09-01 22:10:30,0,normal,NONE
TX-010693,ACC-00611,ACC-00219,6848.25,2026-09-09 21:44:24,0,normal,NONE
TX-000506,ACC-01757,ACC-00324,7954.32,2026-09-01 21:12:44,0,normal,NONE
TX-000244,ACC-01963,ACC-01678,11625.06,2026-09-03 15:06:09,0,normal,NONE
TX-007414,ACC-01721,ACC-01579,17231.2,2026-09-08 13:17:51,0,normal,NONE
TX-006720,ACC-00751,ACC-00222,14181.19,2026-09-08 20:36:43,0,normal,NONE
TX-007349,ACC-01442,ACC-01125,3311.79,2026-09-08 08:03:42,0,normal,NONE
TX-005679,ACC-01523,ACC-01385,16211.16,2026-09-01 18:21:31,0,normal,NONE
TX-000507,ACC-01863,ACC-00271,15881.02,2026-09-05 13:55:59,0,normal,NONE
TX-010951,ACC-01119,ACC-00387,12305.25,2026-09-02 16:27:07,0,normal,NONE
TX-006502,ACC-00669,ACC-00949,13982.51,2026-09-05 17:14:50,0,normal,NONE
